month,day,carrier,origin,dest,distance,hour,minute,price,weekday,is_weekend,season,time_of_day,route,route_freq,dest_freq,month_sin,month_cos,hour_sin,hour_cos
1,8,B6,JFK,BTV,266,9,2,96.3,1,0,Winter,Morning,JFK_BTV,0.004040651401983592,0.007713970858332313,0.49999999999999994,0.8660254037844387,0.7071067811865476,-0.7071067811865475
9,9,UA,EWR,SNA,2434,18,21,194.39,0,0,Fall,Evening,EWR_SNA,0.0022958246602179503,0.0022958246602179503,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16
3,27,DL,JFK,LAX,2475,11,58,200.49,2,0,Spring,Morning,JFK_LAX,0.03413125994857353,0.04845720582833354,1.0,6.123233995736766e-17,0.258819045102521,-0.9659258262890682
3,5,B6,JFK,CLT,541,7,56,124.37,1,0,Spring,Morning,JFK_CLT,0.008999632668054366,0.042335006734419006,1.0,6.123233995736766e-17,0.9659258262890683,-0.25881904510252063
12,26,MQ,LGA,CLE,419,9,58,108.82,3,0,Winter,Morning,LGA_CLE,0.00596914411656667,0.012703563119872658,-2.4492935982947064e-16,1.0,0.7071067811865476,-0.7071067811865475
12,9,DL,LGA,MCO,950,19,22,150.46,0,0,Winter,Evening,LGA_MCO,0.011019958369046162,0.042120729766131994,-2.4492935982947064e-16,1.0,-0.9659258262890684,0.2588190451025203
11,8,UA,EWR,TPA,997,8,18,149.17,4,0,Fall,Morning,EWR_TPA,0.007162972939880005,0.022835802620301212,-0.5000000000000004,0.8660254037844384,0.8660254037844387,-0.4999999999999998
4,24,UA,EWR,LAS,2227,15,39,140.09,2,0,Spring,Afternoon,EWR_LAS,0.005877311130157953,0.01787682135423044,0.8660254037844387,-0.4999999999999998,-0.7071067811865471,-0.7071067811865479
11,30,B6,JFK,HOU,1428,8,7,138.26,5,1,Fall,Morning,JFK_HOU,0.0025713236194441044,0.00676502999877556,-0.5000000000000004,0.8660254037844384,0.8660254037844387,-0.4999999999999998
9,28,MQ,JFK,DCA,213,7,50,72.11,5,1,Fall,Morning,JFK_DCA,0.009703685563854536,0.029478388637198483,-1.0,-1.8369701987210297e-16,0.9659258262890683,-0.25881904510252063
7,1,AA,LGA,ORD,733,20,7,114.73,0,0,Summer,Evening,LGA_ORD,0.02451940737112771,0.0486102608056814,-0.4999999999999997,-0.8660254037844388,-0.8660254037844386,0.5000000000000001
9,29,MQ,EWR,ORD,719,20,3,98.68,6,1,Fall,Evening,EWR_ORD,0.018397208277213174,0.0486102608056814,-1.0,-1.8369701987210297e-16,-0.8660254037844386,0.5000000000000001
4,15,AA,LGA,ORD,733,6,25,142.93,0,0,Spring,Morning,LGA_ORD,0.02451940737112771,0.0486102608056814,0.8660254037844387,-0.4999999999999998,1.0,6.123233995736766e-17
7,21,US,EWR,CLT,529,10,12,109.61,6,1,Summer,Morning,EWR_CLT,0.015489163707603771,0.042335006734419006,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,-0.8660254037844387
10,30,EV,EWR,DTW,488,10,42,92.49,2,0,Fall,Morning,EWR_DTW,0.008815966695236929,0.027213174972450103,-0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387
2,6,MQ,LGA,DTW,502,16,37,53.23,2,0,Winter,Afternoon,LGA_DTW,0.015029998775560181,0.027213174972450103,0.8660254037844386,0.5000000000000001,-0.8660254037844384,-0.5000000000000004
8,11,UA,EWR,BQN,1585,20,55,166.48,6,1,Summer,Evening,EWR_BQN,0.0009183298640871801,0.002601934614913677,-0.8660254037844384,-0.5000000000000004,-0.8660254037844386,0.5000000000000001
6,20,B6,JFK,ABQ,1826,20,20,172.45,3,0,Summer,Evening,JFK_ABQ,0.0006734419003305988,0.0006734419003305988,1.2246467991473532e-16,-1.0,-0.8660254037844386,0.5000000000000001
5,26,B6,JFK,BUF,301,14,17,102.22,6,1,Spring,Afternoon,JFK_BUF,0.010928125382637443,0.014938165789151463,0.49999999999999994,-0.8660254037844387,-0.4999999999999997,-0.8660254037844388
9,8,UA,EWR,CLE,404,18,18,123.72,6,1,Fall,Evening,EWR_CLE,0.004836537284192482,0.012703563119872658,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16
10,2,B6,JFK,BUF,301,22,43,98.89,2,0,Fall,Night,JFK_BUF,0.010928125382637443,0.014938165789151463,-0.8660254037844386,0.5000000000000001,-0.5000000000000004,0.8660254037844384
7,26,MQ,LGA,ATL,762,14,33,116.2,4,0,Summer,Afternoon,LGA_ATL,0.028958001714215746,0.050599975511203626,-0.4999999999999997,-0.8660254037844388,-0.4999999999999997,-0.8660254037844388
5,25,MQ,LGA,ATL,762,16,10,96.63,5,1,Spring,Afternoon,LGA_ATL,0.028958001714215746,0.050599975511203626,0.49999999999999994,-0.8660254037844387,-0.8660254037844384,-0.5000000000000004
12,6,US,LGA,BOS,184,20,52,127.13,4,0,Winter,Evening,LGA_BOS,0.011509734296559325,0.044998163340271825,-2.4492935982947064e-16,1.0,-0.8660254037844386,0.5000000000000001
8,7,UA,LGA,IAH,1416,8,50,155.13,2,0,Summer,Morning,LGA_IAH,0.008969021672584792,0.022315415697318475,-0.8660254037844384,-0.5000000000000004,0.8660254037844387,-0.4999999999999998
3,25,AA,LGA,DFW,1389,13,29,114.43,0,0,Spring,Afternoon,LGA_DFW,0.014387167870699154,0.026049957144606343,1.0,6.123233995736766e-17,-0.2588190451025208,-0.9659258262890683
7,10,US,LGA,BOS,184,11,53,69.83,2,0,Summer,Morning,LGA_BOS,0.011509734296559325,0.044998163340271825,-0.4999999999999997,-0.8660254037844388,0.258819045102521,-0.9659258262890682
11,24,EV,EWR,CLE,404,5,53,75.89,6,1,Fall,Morning,EWR_CLE,0.004836537284192482,0.012703563119872658,-0.5000000000000004,0.8660254037844384,0.9659258262890683,0.25881904510252074
11,20,EV,EWR,OMA,1134,20,44,112.85,2,0,Fall,Evening,EWR_OMA,0.002234602669278805,0.002540712623974532,-0.5000000000000004,0.8660254037844384,-0.8660254037844386,0.5000000000000001
11,13,9E,LGA,SYR,198,12,33,65.85,2,0,Fall,Afternoon,LGA_SYR,0.0007040528958001714,0.0056018121709317985,-0.5000000000000004,0.8660254037844384,1.2246467991473532e-16,-1.0
12,3,MQ,JFK,DCA,213,21,26,106.91,1,0,Winter,Night,JFK_DCA,0.009703685563854536,0.029478388637198483,-2.4492935982947064e-16,1.0,-0.7071067811865477,0.7071067811865474
1,15,AA,JFK,EGE,1747,19,47,161.89,1,0,Winter,Evening,JFK_EGE,0.0003061099546957267,0.0007652748867393168,0.49999999999999994,0.8660254037844387,-0.9659258262890684,0.2588190451025203
8,28,DL,LGA,MCO,950,21,53,137.16,2,0,Summer,Night,LGA_MCO,0.011019958369046162,0.042120729766131994,-0.8660254037844384,-0.5000000000000004,-0.7071067811865477,0.7071067811865474
4,8,B6,EWR,MCO,937,13,25,108.35,0,0,Spring,Afternoon,EWR_MCO,0.014907554793681891,0.042120729766131994,0.8660254037844387,-0.4999999999999998,-0.2588190451025208,-0.9659258262890683
7,8,B6,EWR,MCO,937,17,32,136.05,0,0,Summer,Evening,EWR_MCO,0.014907554793681891,0.042120729766131994,-0.4999999999999997,-0.8660254037844388,-0.9659258262890683,-0.25881904510252063
1,1,EV,EWR,PWM,284,14,54,76.83,1,0,Winter,Afternoon,EWR_PWM,0.0023876576466266685,0.006979306967062569,0.49999999999999994,0.8660254037844387,-0.4999999999999997,-0.8660254037844388
11,4,EV,EWR,IAD,212,10,22,46.41,0,0,Fall,Morning,EWR_IAD,0.003642708460879148,0.01637688257622138,-0.5000000000000004,0.8660254037844384,0.49999999999999994,-0.8660254037844387
5,6,9E,EWR,DTW,488,10,16,78.63,0,0,Spring,Morning,EWR_DTW,0.008815966695236929,0.027213174972450103,0.49999999999999994,-0.8660254037844387,0.49999999999999994,-0.8660254037844387
2,11,B6,JFK,AUS,1521,23,29,129.35,0,0,Winter,Night,JFK_AUS,0.004622260315905473,0.007499693890045304,0.8660254037844386,0.5000000000000001,-0.25881904510252157,0.9659258262890681
10,21,UA,EWR,CLE,404,20,17,65.64,0,0,Fall,Evening,EWR_CLE,0.004836537284192482,0.012703563119872658,-0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001
7,1,AA,JFK,STT,1623,7,58,191.83,0,0,Summer,Morning,JFK_STT,0.0011938288233133343,0.001683604750826497,-0.4999999999999997,-0.8660254037844388,0.9659258262890683,-0.25881904510252063
9,9,B6,JFK,MSY,1182,20,58,120.45,0,0,Fall,Evening,JFK_MSY,0.004652871311375046,0.010499571446063427,-1.0,-1.8369701987210297e-16,-0.8660254037844386,0.5000000000000001
9,28,AA,LGA,MIA,1096,16,52,137.44,5,1,Fall,Afternoon,LGA_MIA,0.017540100404065142,0.03734541447287866,-1.0,-1.8369701987210297e-16,-0.8660254037844384,-0.5000000000000004
7,29,EV,EWR,ATL,746,16,48,139.27,0,0,Summer,Afternoon,EWR_ATL,0.015672829680421208,0.050599975511203626,-0.4999999999999997,-0.8660254037844388,-0.8660254037844384,-0.5000000000000004
4,6,EV,EWR,DCA,199,9,23,79.62,5,1,Spring,Morning,EWR_DCA,0.005234480225296927,0.029478388637198483,0.8660254037844387,-0.4999999999999998,0.7071067811865476,-0.7071067811865475
4,21,9E,EWR,CVG,569,16,40,125.61,6,1,Spring,Afternoon,EWR_CVG,0.00768335986286274,0.011019958369046162,0.8660254037844387,-0.4999999999999998,-0.8660254037844384,-0.5000000000000004
6,2,UA,EWR,FLL,1065,22,35,158.7,6,1,Summer,Night,EWR_FLL,0.011081180359985307,0.03621280764050447,1.2246467991473532e-16,-1.0,-0.5000000000000004,0.8660254037844384
7,4,AA,LGA,MIA,1096,11,25,135.24,3,0,Summer,Morning,LGA_MIA,0.017540100404065142,0.03734541447287866,-0.4999999999999997,-0.8660254037844388,0.258819045102521,-0.9659258262890682
8,1,US,JFK,CLT,541,6,11,131.24,3,0,Summer,Morning,JFK_CLT,0.008999632668054366,0.042335006734419006,-0.8660254037844384,-0.5000000000000004,1.0,6.123233995736766e-17
6,20,EV,EWR,RDU,416,17,29,82.14,3,0,Summer,Evening,EWR_RDU,0.004438594343088037,0.02451940737112771,1.2246467991473532e-16,-1.0,-0.9659258262890683,-0.25881904510252063
1,30,EV,EWR,BUF,282,13,6,41.81,2,0,Winter,Afternoon,EWR_BUF,0.003520264479000857,0.014938165789151463,0.49999999999999994,0.8660254037844387,-0.2588190451025208,-0.9659258262890683
6,30,AA,JFK,IAH,1417,19,31,168.3,6,1,Summer,Evening,JFK_IAH,0.0008877188686176074,0.022315415697318475,1.2246467991473532e-16,-1.0,-0.9659258262890684,0.2588190451025203
12,30,WN,LGA,MDW,725,11,54,68.42,0,0,Winter,Morning,LGA_MDW,0.006703808007836415,0.013377005020203257,-2.4492935982947064e-16,1.0,0.258819045102521,-0.9659258262890682
7,17,B6,JFK,TPA,1005,6,48,168.2,2,0,Summer,Morning,JFK_TPA,0.00961185257744582,0.022835802620301212,-0.4999999999999997,-0.8660254037844388,1.0,6.123233995736766e-17
11,7,WN,LGA,BNA,764,12,42,55.86,3,0,Fall,Afternoon,LGA_BNA,0.009060854658993511,0.017050324476551977,-0.5000000000000004,0.8660254037844384,1.2246467991473532e-16,-1.0
5,1,DL,JFK,SJU,1598,8,48,155.78,2,0,Spring,Morning,JFK_SJU,0.014417778866168728,0.017968654340639156,0.49999999999999994,-0.8660254037844387,0.8660254037844387,-0.4999999999999998
11,21,UA,EWR,DEN,1605,11,53,177.83,3,0,Fall,Morning,EWR_DEN,0.008050691808497613,0.022529692665605484,-0.5000000000000004,0.8660254037844384,0.258819045102521,-0.9659258262890682
10,3,AA,EWR,DFW,1372,7,16,142.31,3,0,Fall,Morning,EWR_DFW,0.009366964613689237,0.026049957144606343,-0.8660254037844386,0.5000000000000001,0.9659258262890683,-0.25881904510252063
6,9,UA,EWR,LAX,2454,19,14,227.25,6,1,Summer,Evening,EWR_LAX,0.01432594587976001,0.04845720582833354,1.2246467991473532e-16,-1.0,-0.9659258262890684,0.2588190451025203
6,11,AA,LGA,MIA,1096,5,56,118.9,1,0,Summer,Morning,LGA_MIA,0.017540100404065142,0.03734541447287866,1.2246467991473532e-16,-1.0,0.9659258262890683,0.25881904510252074
4,12,AA,LGA,DFW,1389,13,36,133.01,4,0,Spring,Afternoon,LGA_DFW,0.014387167870699154,0.026049957144606343,0.8660254037844387,-0.4999999999999998,-0.2588190451025208,-0.9659258262890683
6,2,B6,JFK,JAX,828,7,32,138.6,6,1,Summer,Morning,JFK_JAX,0.0037957634382270113,0.0075303048855148765,1.2246467991473532e-16,-1.0,0.9659258262890683,-0.25881904510252063
12,11,AA,EWR,DFW,1372,9,39,161.47,2,0,Winter,Morning,EWR_DFW,0.009366964613689237,0.026049957144606343,-2.4492935982947064e-16,1.0,0.7071067811865476,-0.7071067811865475
10,11,9E,LGA,IND,660,10,10,110.15,4,0,Fall,Morning,LGA_IND,0.00036733194563487204,0.006611975021427697,-0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387
9,16,UA,EWR,LAS,2227,17,30,144.27,0,0,Fall,Evening,EWR_LAS,0.005877311130157953,0.01787682135423044,-1.0,-1.8369701987210297e-16,-0.9659258262890683,-0.25881904510252063
7,24,EV,EWR,ATL,746,16,41,136.54,2,0,Summer,Afternoon,EWR_ATL,0.015672829680421208,0.050599975511203626,-0.4999999999999997,-0.8660254037844388,-0.8660254037844384,-0.5000000000000004
4,30,FL,LGA,ATL,762,17,42,88.59,1,0,Spring,Evening,LGA_ATL,0.028958001714215746,0.050599975511203626,0.8660254037844387,-0.4999999999999998,-0.9659258262890683,-0.25881904510252063
3,2,B6,EWR,MCO,937,11,58,88.37,5,1,Spring,Morning,EWR_MCO,0.014907554793681891,0.042120729766131994,1.0,6.123233995736766e-17,0.258819045102521,-0.9659258262890682
5,5,MQ,JFK,RDU,427,15,3,67.03,6,1,Spring,Afternoon,JFK_RDU,0.009183298640871801,0.02451940737112771,0.49999999999999994,-0.8660254037844387,-0.7071067811865471,-0.7071067811865479
11,26,AA,JFK,LAX,2475,15,45,193.41,1,0,Fall,Afternoon,JFK_LAX,0.03413125994857353,0.04845720582833354,-0.5000000000000004,0.8660254037844384,-0.7071067811865471,-0.7071067811865479
8,20,UA,EWR,BOS,200,8,0,105.75,1,0,Summer,Morning,EWR_BOS,0.01558099669401249,0.044998163340271825,-0.8660254037844384,-0.5000000000000004,0.8660254037844387,-0.4999999999999998
12,30,B6,JFK,SFO,2586,22,2,205.82,0,0,Winter,Night,JFK_SFO,0.025468348230684463,0.04117178890657524,-2.4492935982947064e-16,1.0,-0.5000000000000004,0.8660254037844384
4,27,UA,EWR,MCO,937,12,56,121.49,5,1,Spring,Afternoon,EWR_MCO,0.014907554793681891,0.042120729766131994,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0
5,7,EV,EWR,TYS,631,20,36,125.47,1,0,Spring,Evening,EWR_TYS,0.0008877188686176074,0.002081547691930942,0.49999999999999994,-0.8660254037844387,-0.8660254037844386,0.5000000000000001
8,24,MQ,EWR,ORD,719,10,17,111.06,5,1,Summer,Morning,EWR_ORD,0.018397208277213174,0.0486102608056814,-0.8660254037844384,-0.5000000000000004,0.49999999999999994,-0.8660254037844387
7,9,WN,EWR,STL,872,18,22,97.72,1,0,Summer,Evening,EWR_STL,0.00722419493081915,0.013162728051916248,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16
12,15,UA,EWR,PBI,1023,21,49,149.78,6,1,Winter,Night,EWR_PBI,0.006734419003305988,0.018978817191135054,-2.4492935982947064e-16,1.0,-0.7071067811865477,0.7071067811865474
7,21,B6,JFK,BUF,301,12,23,125.93,6,1,Summer,Afternoon,JFK_BUF,0.010928125382637443,0.014938165789151463,-0.4999999999999997,-0.8660254037844388,1.2246467991473532e-16,-1.0
8,22,EV,EWR,CLT,529,21,56,126.27,3,0,Summer,Night,EWR_CLT,0.015489163707603771,0.042335006734419006,-0.8660254037844384,-0.5000000000000004,-0.7071067811865477,0.7071067811865474
4,16,DL,LGA,DTW,502,17,45,123.49,1,0,Spring,Evening,LGA_DTW,0.015029998775560181,0.027213174972450103,0.8660254037844387,-0.4999999999999998,-0.9659258262890683,-0.25881904510252063
2,7,MQ,JFK,IND,665,15,5,95.06,3,0,Winter,Afternoon,JFK_IND,0.0020509366964613688,0.006611975021427697,0.8660254037844386,0.5000000000000001,-0.7071067811865471,-0.7071067811865479
2,1,UA,EWR,CLE,404,9,0,143.39,4,0,Winter,Morning,EWR_CLE,0.004836537284192482,0.012703563119872658,0.8660254037844386,0.5000000000000001,0.7071067811865476,-0.7071067811865475
11,12,AA,LGA,DFW,1389,8,59,125.4,1,0,Fall,Morning,LGA_DFW,0.014387167870699154,0.026049957144606343,-0.5000000000000004,0.8660254037844384,0.8660254037844387,-0.4999999999999998
9,8,EV,EWR,TUL,1215,20,13,119.87,6,1,Fall,Evening,EWR_TUL,0.0007652748867393168,0.0007652748867393168,-1.0,-1.8369701987210297e-16,-0.8660254037844386,0.5000000000000001
12,24,UA,EWR,JAC,1874,8,55,184.12,1,0,Winter,Morning,EWR_JAC,6.122199093914534e-05,6.122199093914534e-05,-2.4492935982947064e-16,1.0,0.8660254037844387,-0.4999999999999998
8,9,UA,EWR,FLL,1065,9,48,173.04,4,0,Summer,Morning,EWR_FLL,0.011081180359985307,0.03621280764050447,-0.8660254037844384,-0.5000000000000004,0.7071067811865476,-0.7071067811865475
3,14,MQ,LGA,CLT,544,13,59,52.15,3,0,Spring,Afternoon,LGA_CLT,0.017846210358760866,0.042335006734419006,1.0,6.123233995736766e-17,-0.2588190451025208,-0.9659258262890683
9,11,WN,LGA,STL,888,15,28,82.86,2,0,Fall,Afternoon,LGA_STL,0.005938533121097098,0.013162728051916248,-1.0,-1.8369701987210297e-16,-0.7071067811865471,-0.7071067811865479
6,12,DL,LGA,ATL,762,13,58,128.3,2,0,Summer,Afternoon,LGA_ATL,0.028958001714215746,0.050599975511203626,1.2246467991473532e-16,-1.0,-0.2588190451025208,-0.9659258262890683
3,31,9E,JFK,DTW,509,18,10,83.67,6,1,Spring,Evening,JFK_DTW,0.003367209501652994,0.027213174972450103,1.0,6.123233995736766e-17,-1.0,-1.8369701987210297e-16
2,7,DL,JFK,SEA,2422,7,34,171.52,3,0,Winter,Morning,JFK_SEA,0.0062446430757928245,0.011326068323741887,0.8660254037844386,0.5000000000000001,0.9659258262890683,-0.25881904510252063
